task,round,rank,url,noise_class,queue,recorded,replayed_outcome,spend,health,content_verdict,coverage,prose_line,reason,gold
65,1,25,https://www.semanticscholar.org/paper/Computer-vision-and-artificial-intelligence-in-for-Patr%C3%ADcio-Rieder/24696daab4cf7795fea37000108051ea6d9cab23,,11,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,27,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2023.1187301/full,,12,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,53,https://pmc.ncbi.nlm.nih.gov/articles/PMC12274707,,13,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,86,https://openknowledge.fao.org/bitstreams/64cdae9c-d160-4809-8c6a-62f94d48b6f6/download,,14,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,75,https://pipeline-conference.com/abstracts/automated-3d-point-cloud-analysis-pipeline-corridors-high-density-point-clouds-change,,15,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,78,https://www.pipeline-conference.com/abstracts/automated-3d-point-cloud-analysis-pipeline-corridors-high-density-point-clouds-change,,16,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,82,https://www.researchgate.net/publication/349853225_Interactive_Holographic_Display_for_Real-Time_Drawing_and_Erasing_of_3D_Point-Cloud_Images_With_a_Fingertip,,17,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,21,https://www.mdpi.com/2073-4395/12/11/2659,,18,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,28,https://www.researchgate.net/publication/392065303_Harnessing_deep_learning_for_wheat_variety_classification_a_convolutional_neural_network_and_transfer_learning_approach,,19,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,29,https://pmc.ncbi.nlm.nih.gov/articles/PMC12355334,,20,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,34,https://www.sciencedirect.com/science/article/pii/S2772375522001009,,21,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,84,https://academic.oup.com/gigascience/article/8/1/giy153/5232233,,22,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,65,https://link.springer.com/article/10.1007/s40192-026-00449-2,,23,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,76,https://www.productteacher.com/quick-product-tips/point-cloud-processing-for-3d-mapping,,24,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,83,https://www.irit.fr/recherches/STORM/MelladoNicolas/real-time-3d-reconstruction-from-single-photon-lidar-data-using-plug-and-play-point-cloud-denoisers,,25,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,14,https://www.coherentmarketinsights.com/market-insight/agriculture-robots-market-1183,,26,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,15,https://www.snsinsider.com/reports/agriculture-robots-market-2548,,27,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,18,https://www.marketsandmarkets.com/Market-Reports/precision-farming-market-1243.html,,28,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,39,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1731852/full,,29,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,55,https://www.ers.usda.gov/amber-waves/2022/june/investment-in-u-s-public-agricultural-research-and-development-has-fallen-by-a-third-over-past-two-decades-lags-major-trade-competitors,,30,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,74,https://www.credenceresearch.com/report/3d-point-cloud-processing-software-market,,31,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,26,https://medium.com/@jacob_marks/computer-vision-in-agriculture-2023-bb9a6d958f21,,32,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,46,https://www.mdpi.com/1424-8220/25/11/3401,,33,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,47,https://pure.iiasa.ac.at/id/eprint/20739/1/s41597-025-05331-y.pdf,,34,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,48,https://agpolicyreview.card.iastate.edu/winter-2023/world-spending-agricultural-research-and-development,,35,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,33,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1724501/full,,36,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,85,https://mospace.umsystem.edu/items/b5dd20da-f4ca-49f3-a0ba-431677d85550,,37,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,64,https://www.nature.com/articles/s41598-022-26809-4,,38,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,70,https://journals.biologists.com/dev/article/151/8/dev202550/346998/Acto3D-an-open-source-user-friendly-volume,,39,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,35,https://harvest.usask.ca/bitstreams/ae81de04-4682-44b1-9227-58421a280946/download,,40,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,68,https://chanzuckerberg.com/eoss/proposals,,41,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,79,http://arxiv.org/html/2511.02293v1,,42,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,80,https://arxiv.org/html/2511.02293v1,,43,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,81,https://www.semanticscholar.org/paper/LiDAR-Point-Cloud-Data-Processing-in-Autonomous-Saravanarajan-Chen/8dcdb4ec2336a1733cf9d0f961e67d0d464be6cf,,44,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,51,https://www.fortunebusinessinsights.com/crop-monitoring-market-104782,,45,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,32,https://vtechworks.lib.vt.edu/bitstreams/0773d655-ebf8-403a-8abc-e7f814224d5c/download,,46,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,49,https://globalagriculturalproductivity.org/gap-bulletin/cornell-research-quantifies-funding-needs-as-us-agricultural-rd-spending-falls-behind,,47,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,87,https://www.researchgate.net/publication/396520771_Implementing_artificial_intelligence_and_machine_learning_algorithms_for_optimized_crop_management_a_systematic_review_on_data-driven_approach_to_enhancing_resource_use_and_agricultural_sustainability,,48,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,5,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.974339/full,,49,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,36,https://link.springer.com/article/10.1186/s13007-023-01062-6,,50,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,57,https://www.datainsightsreports.com/reports/grain-graders-334236,,51,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,6,https://www.researchgate.net/publication/380253946_Research_on_automatic_3D_reconstruction_of_plant_phenotype_based_on_Multi-View_images,,52,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,9,https://arxiv.org/abs/2311.04154,,53,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,42,https://www.24marketreports.com/machines/global-multispectral-d-plant-scanner-forecast-market,,54,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,54,https://nimss.org/projects/view/mrp/outline/18868,,55,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,56,https://www.oecd.org/en/publications/progress-in-implementing-the-european-union-coordinated-plan-on-artificial-intelligence-volume-2_3ac96d41-en/full-report/ai-in-agriculture_c9ac6d24.html,,56,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,7,https://rae.agriculturejournals.cz/in-press.php,,57,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,37,https://pmc.ncbi.nlm.nih.gov/articles/PMC12983262,,58,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,62,https://link.springer.com/article/10.1007/s42452-025-07191-y,,59,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,63,https://www.niti.gov.in/sites/default/files/2023-03/National-Strategy-for-Artificial-Intelligence.pdf,,60,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,4,https://pmc.ncbi.nlm.nih.gov/articles/PMC7184763,,61,fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,41,https://arxiv.org/html/2504.16840v1,,62,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,44,https://www.researchgate.net/publication/326641896_What_is_cost-efficient_phenotyping_Optimizing_costs_for_different_scenarios,,63,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,66,https://arxiv.org/html/2510.01296v1,,64,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,71,https://www.open3d.org,,65,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,52,https://www.sciencedirect.com/science/article/pii/S0034425726002087,,66,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,61,https://marketintelo.com/report/automated-produce-grading-systems-market,,67,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,20,https://kimstp.github.io/files/kimspublications_complete.pdf,,68,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,22,https://arxiv.org/pdf/2502.16950,,69,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,8,https://ui.adsabs.harvard.edu/abs/2021Agric..11.1010Y/abstract,,70,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,69,https://www.sciencedirect.com/science/article/pii/S0092867424006366,,71,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,72,https://www.kitware.com/open-source,,72,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,73,https://www.biorxiv.org/content/10.1101/2020.11.09.374926.full,,73,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,38,https://dataintelo.com/report/biofilm-detection-sensors-for-food-plants-market,,74,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,45,https://acsess.onlinelibrary.wiley.com/doi/10.1002/ppj2.70034,,75,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,60,https://pmc.ncbi.nlm.nih.gov/articles/PMC12274707,,76,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,43,https://www.sciencedirect.com/science/article/pii/S2773126X26000274,,77,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,58,https://www.sciencedirect.com/science/article/pii/S0022474X25000475,,78,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,2,3,https://intuitionlabs.ai/articles/research-paper-apis-scientific-literature,,1,fetched,admit,1,ok,admit,0.7692,979,,false
65,2,2,https://libguides.asu.edu/evidence_synthesis/search-strategy,,2,fetched,admit,1,ok,admit,0.6923,1223,,false
65,2,1,https://pmc.ncbi.nlm.nih.gov/articles/PMC1560462,,3,fetched,admit,1,ok,admit,0.8462,1096,,false
65,2,15,https://www.cell.com/molecular-plant/fulltext/S1674-2052(20)30008-3,,4,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
65,2,9,https://pmc.ncbi.nlm.nih.gov/articles/PMC11298374,,5,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,2,10,https://www.plantphenomics.org.au/resources/published-research,,6,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,2,13,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1245&context=plantscifacpub,,7,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,2,14,https://academic.oup.com/jxb/article/66/18/5429/482901,,8,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,2,4,https://onlinelibrary.wiley.com/doi/full/10.1111/itor.13309,,9,failed,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,2,5,https://www.mdpi.com/2078-2489/14/8/427,,10,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,2,16,https://journals.sagepub.com/doi/10.1177/0306312719863494,,11,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,2,17,https://www.semanticscholar.org/paper/Deep-Plant-Phenomics%3A-A-Deep-Learning-Platform-for-Ubbens-Stavness/39bc14bda0e5b2887aa5cf9512d8dcb2b160fa66,,12,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,2,18,https://www.researchgate.net/publication/318456745_Deep_Plant_Phenomics_A_Deep_Learning_Platform_for_Complex_Plant_Phenotyping_Tasks,,13,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,2,7,https://arxiv.org/html/2509.14457v1,,14,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,2,6,https://direct.mit.edu/qss/article/doi/10.1162/QSS.a.396/133676/Coverage-and-metadata-completeness-and-accuracy-of,,15,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,2,8,https://blog.scholasticahq.com/post/metadata-elements-publishers-should-prioritize,,16,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,2,11,https://biotechlab.forestry.oregonstate.edu/sites/default/files/PlantPhenomics2022.pdf,,17,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,3,1,https://www.plantphenomics.org.au/resources/published-research,,1,fetched,admit,1,ok,admit,0.7500,948,,false
65,3,3,https://www.semanticscholar.org/paper/Deep-Plant-Phenomics%3A-A-Deep-Learning-Platform-for-Ubbens-Stavness/39bc14bda0e5b2887aa5cf9512d8dcb2b160fa66,,2,fetched,content-refused,1,ok,content-refused,0.0000,0,empty-content,false
65,3,2,https://pmc.ncbi.nlm.nih.gov/articles/PMC11298374,,3,fetched,admit,1,ok,admit,0.5000,765,,false
65,3,4,https://link.springer.com/article/10.1186/s13007-020-00653-x,,4,fetched,admit,1,ok,admit,0.3750,211,,false
65,3,7,https://www.cell.com/molecular-plant/fulltext/S1674-2052(20)30008-3,,5,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,3,8,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1245&context=plantscifacpub,,6,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,3,10,https://academic.oup.com/jxb/article/66/18/5429/482901,,7,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,3,5,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2017.01190/full,,8,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,3,9,https://www.researchgate.net/publication/318456745_Deep_Plant_Phenomics_A_Deep_Learning_Platform_for_Complex_Plant_Phenotyping_Tasks,,9,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,3,6,https://biotechlab.forestry.oregonstate.edu/sites/default/files/PlantPhenomics2022.pdf,,10,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,1,https://atlan.com/know/mcp/mcp-vs-a2a-protocol,,1,fetched,admit,1,ok,admit,0.3667,340,,false
69,1,2,https://www.descope.com/blog/post/mcp-vs-a2a,,2,fetched,admit,1,ok,admit,0.5667,1642,,false
69,1,3,https://www.knowi.com/blog/ai-agent-protocols-explained-what-are-a2a-and-mcp-and-why-they-matter,,3,fetched,admit,1,ok,admit,0.5667,656,,false
69,1,19,https://www.cybage.com/blog/mastering-google-s-a2a-protocol-the-complete-guide-to-agent-to-agent-communication,,4,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
69,1,55,https://hidekazu-konishi.com/entry/mcp_specification_version_timeline.html,,5,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
69,1,5,https://developers.googleblog.com/en/a2a-a-new-era-of-agent-interoperability,,6,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
69,1,7,https://www.koyeb.com/blog/a2a-and-mcp-start-of-the-ai-agent-protocol-wars,,7,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,18,https://developers.googleblog.com/en/a2a-a-new-era-of-agent-interoperability,,8,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,24,https://codelabs.developers.google.com/intro-a2a-purchasing-concierge,,9,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,37,https://ikala.ai/blog/ai-trends/an-in-depth-analysis-of-googles-a2a-protocol-and-its-relationship-with-anthropics-mcp-en,,10,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,41,https://developers.googleblog.com/en/a2a-a-new-era-of-agent-interoperability,,11,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,43,https://www.koyeb.com/blog/a2a-and-mcp-start-of-the-ai-agent-protocol-wars,,12,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,51,https://developers.googleblog.com/en/a2a-a-new-era-of-agent-interoperability,,13,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,59,https://developers.googleblog.com/en/a2a-a-new-era-of-agent-interoperability,,14,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,11,https://www.descope.com/learn/post/mcp,,15,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,6,https://www.digitalapplied.com/blog/google-a2a-protocol-agent-to-agent-communication-guide,,16,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,36,https://www.glukhov.org/ai-systems/comparisons/a2a-protocol-2026-adoption,,17,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,47,https://www.glukhov.org/ai-systems/comparisons/a2a-protocol-2026-adoption,,18,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,28,https://dev.to/pockit_tools/mcp-vs-a2a-the-complete-guide-to-ai-agent-protocols-in-2026-30li,,19,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,30,https://www.stackone.com/blog/mcp-vs-a2a-protocol,,20,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,50,https://medium.com/@aftab001x/mcp-and-a2a-the-protocols-building-the-ai-agent-internet-bc807181e68a,,21,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,32,https://redis.io/blog/mcp-vs-a2a-which-protocol-do-you-need,,22,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,54,https://blog.modelcontextprotocol.io/posts/2026-07-28,,23,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,14,https://cloud.google.com/discover/what-is-model-context-protocol,,24,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,15,https://www.anthropic.com/news/model-context-protocol,,25,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,17,https://agent2agent.info,,26,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,34,https://aishwaryasrinivasan.substack.com/p/a2a-vs-mcp-the-two-protocols-reshaping,,27,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,40,https://atlan.com/know/google-a2a-protocol,,28,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,42,https://galileo.ai/blog/google-agent2agent-a2a-protocol-guide,,29,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,46,https://www.linuxfoundation.org/press/a2a-protocol-surpasses-150-organizations-lands-in-major-cloud-platforms-and-sees-enterprise-production-use-in-first-year,,30,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,52,https://www.prnewswire.com/news-releases/a2a-protocol-surpasses-150-organizations-lands-in-major-cloud-platforms-and-sees-enterprise-production-use-in-first-year-302737641.html,,31,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,64,https://composio.dev/content/ai-agent-tool-calling-guide,,32,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,8,https://workos.com/blog/mcp-vs-a2a,,33,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,9,https://auth0.com/blog/mcp-vs-a2a,,34,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,66,https://arxiv.org/html/2605.00737v1,,35,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,58,https://www.digitalapplied.com/blog/mcp-adoption-statistics-2026-model-context-protocol,,36,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,74,https://www.philschmid.de/mcp-introduction,,37,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,56,https://github.com/a2aproject/A2A,,38,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,12,https://en.wikipedia.org/wiki/Model_Context_Protocol,,39,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,31,https://arxiv.org/html/2505.02279v1,,40,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,75,https://modelcontextprotocol.io/docs/2026-07-28/getting-started/intro,,41,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,22,https://a2a-protocol.org/latest/specification,,42,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,23,https://www.wwt.com/blog/agent-2-agent-protocol-a2a-a-deep-dive,,43,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,27,https://pickaxe.co/post/mcp-vs-a2a-protocol,,44,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,45,https://www.digitalapplied.com/blog/ai-agent-protocol-ecosystem-map-2026-mcp-a2a-acp-ucp,,45,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,53,https://credal.ai/blog/what-happened-to-a2a-protocol,,46,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,63,https://credal.ai/blog/what-happened-to-a2a-protocol,,47,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,65,https://www.augmentcode.com/guides/a2a-vs-mcp,,48,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,70,https://pub.towardsai.net/a2a-protocol-v1-2026-how-ai-agents-actually-talk-to-each-other-c500079bca73,,49,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,73,https://glaforge.dev/talks/2026/01/16/on-ai-standards-and-protocols-focus-on-mcp-and-a2a,,50,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,21,https://medium.com/@saeedhajebi/a2a-protocol-an-in-depth-guide-78387f992f59,,51,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,25,https://www.datacamp.com/blog/a2a-agent2agent,,52,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,26,https://www.truefoundry.com/blog/mcp-vs-a2a,,53,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,71,https://tianpan.co/blog/2026-01-29-code-execution-mcp-efficient-ai-agents,,54,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,38,https://www.descope.com/blog/post/mcp-vs-a2a,,55,dedup-refused,dedup-refused,0,dedup,n/a,0.0000,0,,false
69,1,49,https://nevermined.ai/blog/emerging-standards-adoption-statistics,,56,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,72,https://nango.dev/blog/build-reliable-tool-calls-for-ai-agents-integrating-with-external-apis,,57,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,69,https://achan2013.medium.com/how-many-tools-functions-can-an-ai-agent-has-21e0a82b7847,,58,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,1,10,https://modelcontextprotocol.io/specification/2026-07-28,,59,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,1,https://www.k2view.com/what-is-mcp-ai,,1,fetched,admit,1,ok,admit,0.4375,1205,,false
69,2,4,https://cloud.google.com/discover/what-is-model-context-protocol,,2,fetched,admit,1,ok,admit,0.5000,737,,false
69,2,2,https://www.merge.dev/blog/model-context-protocol-alternatives,,3,fetched,admit,1,ok,admit,0.3750,1070,,false
69,2,3,https://modelcontextprotocol.info/blog/mcp-guide,,4,fetched,admit,1,ok,admit,0.6875,434,,false
69,2,36,https://blog.marcnuri.com/model-context-protocol-mcp-introduction,,5,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
69,2,5,https://www.backslash.security/blog/what-is-mcp-model-context-protocol,,6,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
69,2,23,https://blog.modelcontextprotocol.io/posts/2025-12-19-mcp-transport-future,,7,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,34,https://www.databricks.com/blog/what-is-model-context-protocol,,8,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,38,https://www.backslash.security/blog/what-is-mcp-model-context-protocol,,9,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,24,https://blog.doubleslash.de/en/software-technologien/kuenstliche-intelligenz/the-a2a-protocol-when-ai-agents-finally-learn-to-talk-to-each-other,,10,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,26,https://onereach.ai/blog/what-is-a2a-agent-to-agent-protocol,,11,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,27,https://developers.googleblog.com/en/a2a-a-new-era-of-agent-interoperability,,12,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,6,https://www.anthropic.com/news/model-context-protocol,,13,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,35,https://modelcontextprotocol.io/docs/2026-07-28/getting-started/intro,,14,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
69,2,20,https://newsletter.pragmaticengineer.com/p/mcp,,15,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
